Epoch,Best Candidate,Mean Fitness,
1485,667,597.28,
1486,667,593.336,
1487,667,597.96,
1488,667,593.82,
1489,667,586.524,
1490,667,594.026,
1491,667,592.278,
1492,667,590.37,
1493,667,593.942,
1494,667,590.49,
1495,667,595.47,
1496,667,595.256,
1497,667,593.61,
1498,667,599.842,
1499,667,593.908,
1500,667,591.938,
1501,667,590.618,
1502,667,589.896,
1503,667,601.054,
1504,667,595.486,
1505,667,600.858,
1506,667,590.878,
1507,667,587.374,
1508,667,590.824,
1509,667,593.406,
1510,667,596.594,
1511,667,600.632,
1512,667,593.246,
1513,667,588.722,
1514,667,582.556,
1515,667,589.848,
1516,667,589.356,
1517,667,585.56,
1518,667,586.566,
1519,667,588.534,
1520,667,583.362,
1521,667,578.46,
1522,667,589.93,
1523,667,583.73,
1524,667,587.802,
1525,667,592.096,
1526,667,587.026,
1527,667,590.278,
1528,667,594.802,
1529,667,596.482,
1530,667,595.776,
1531,667,594.372,
1532,667,594.918,
1533,667,591.736,
1534,667,589.348,
1535,667,598.53,
1536,667,596.142,
1537,667,596.3,
1538,667,592.244,
1539,667,583.352,
1540,667,582.668,
1541,667,590.106,
1542,667,592.43,
1543,667,598.718,
1544,667,598.948,
1545,667,599.506,
1546,667,598.476,
1547,667,597.516,
1548,667,600.532,
1549,667,595.662,
1550,667,596.78,
1551,667,594.586,
1552,667,600.386,
1553,667,599.974,
1554,667,599.888,
1555,667,590.12,
1556,667,584.302,
1557,667,581.044,
1558,667,582.712,
1559,667,582.278,
1560,667,586.52,
1561,667,592.76,
1562,667,588.586,
1563,667,586.172,
1564,667,588.7,
1565,667,587.878,
1566,667,589.708,
1567,667,586.398,
1568,667,590.25,
1569,667,573.858,
1570,667,578.592,
1571,667,584.434,
1572,667,580.312,
1573,667,583.402,
1574,667,583.646,
1575,667,588.094,
1576,667,590.014,
1577,667,595.09,
1578,667,592.602,
1579,667,594.674,
1580,667,598.224,
1581,667,595.594,
1582,667,594.954,
1583,667,590.786,
1584,667,588.976,
1585,667,592.502,
1586,667,590.088,
1587,667,598.86,
1588,667,591.694,
1589,667,597.956,
1590,667,597.4,
1591,667,592.224,
1592,667,588.422,
1593,667,585.962,
1594,667,597.968,
1595,667,588.93,
1596,667,593.51,
1597,667,593.104,
1598,667,591.71,
1599,667,586.996,
1600,667,575.212,
1601,667,577.946,
1602,667,582.884,
1603,667,580.85,
1604,667,585.462,
1605,667,578.53,
1606,667,581.886,
1607,667,581.81,
1608,667,584.782,
1609,667,591.928,
1610,667,588.14,
1611,667,591.916,
1612,667,591.62,
1613,667,584.044,
1614,667,583.868,
1615,667,585.688,
1616,667,589.768,
1617,667,591.418,
1618,667,592.906,
1619,667,586.614,
1620,667,587.554,
1621,667,590.132,
1622,667,595.37,
1623,667,592.28,
1624,667,577.366,
1625,667,575.686,
1626,667,579.91,
1627,667,584.2,
1628,667,584.76,
1629,667,588.328,
1630,667,584.922,
1631,667,593.23,
1632,667,595.886,
1633,667,599.86,
1634,667,598.4,
1635,667,598.288,
1636,667,590.394,
1637,667,585.606,
1638,667,586.176,
1639,667,591.494,
1640,667,595.716,
1641,667,600.266,
1642,667,594.706,
1643,667,591.972,
1644,667,589.906,
1645,667,592.254,
1646,667,594.704,
1647,667,591.568,
1648,667,590.674,
1649,667,595.66,
1650,667,589.396,
1651,667,584.05,
1652,667,582.538,
1653,667,577.396,
1654,667,572.788,
1655,667,569.542,
1656,667,575.636,
1657,667,578.742,
1658,667,586.53,
1659,667,589.636,
1660,667,581.272,
1661,667,587.422,
1662,667,586.148,
1663,667,582.686,
1664,667,588.386,
1665,667,587.426,
1666,667,587.042,
1667,667,588.944,
1668,667,592.748,
1669,667,586.33,
1670,667,585.28,
1671,667,586.976,
1672,667,584.4,
1673,667,585.828,
1674,667,591.492,
1675,667,589.496,
1676,667,586.604,
1677,667,587.864,
1678,667,586.622,
1679,667,587.858,
1680,667,589.888,
1681,667,593.26,
1682,667,589.63,
1683,667,585.396,
1684,667,585.332,
1685,667,589.36,
1686,667,588.896,
1687,667,589.278,
1688,667,589.888,
1689,667,588.238,
1690,667,585.944,
1691,667,585.434,
1692,667,589.552,
1693,667,595.198,
1694,667,582.42,
1695,667,585.102,
1696,667,591.784,
1697,667,593.544,
1698,667,595.23,
1699,667,591.974,
1700,667,594.614,
1701,667,592.57,
1702,667,595.944,
1703,667,596.872,
1704,667,597.666,
1705,667,594.096,
1706,667,591.594,
1707,667,592.746,
1708,667,594.226,
1709,667,596.916,
1710,667,595.37,
1711,667,597.672,
1712,667,592.59,
1713,667,600.224,
1714,667,596.202,
1715,667,600.616,
1716,667,606.994,
1717,667,594.804,
1718,667,598.16,
1719,667,593.668,
1720,667,598.706,
1721,667,597.396,
1722,667,600.27,
1723,667,599.984,
1724,667,598.21,
1725,667,592.94,
1726,667,595.294,
1727,667,599.366,
1728,667,597.062,
1729,667,593.934,
1730,667,596.95,
1731,667,593.972,
1732,667,597.588,
1733,667,595.214,
1734,667,593.882,
1735,667,599.632,
1736,667,596.796,
1737,667,597.856,
1738,667,595.386,
1739,669,594.696,
1740,669,595.47,
1741,669,597.514,
1742,669,587.516,
1743,669,592.398,
1744,669,595.53,
1745,669,594.268,
1746,669,602.302,
1747,669,598.44,
1748,669,592.98,
1749,669,589.786,
1750,669,593.276,
1751,669,590.912,
1752,669,595.026,
1753,669,589.75,
1754,669,592.412,
1755,669,592.388,
1756,669,593.258,
1757,669,594.696,
1758,669,595.498,
1759,669,598.118,
1760,669,602.738,
1761,669,603.508,
1762,669,599.858,
1763,669,600.1,
1764,669,597.532,
1765,669,594.588,
1766,669,595.616,
1767,669,594.578,
1768,669,593.496,
1769,669,600.986,
1770,669,600.616,
1771,669,601.89,
1772,669,594.918,
1773,669,595.318,
1774,669,597.646,
1775,669,599.368,
1776,669,598.074,
1777,669,587.354,
1778,669,593.378,
1779,669,597.114,
1780,669,588.722,
1781,669,585.812,
1782,669,593.248,
1783,669,598.414,
1784,669,597.774,
1785,669,600.75,
1786,669,597.59,
1787,669,599.356,
1788,669,595.918,
1789,669,595.328,
1790,669,596.342,
1791,669,594.978,
1792,669,593.244,
1793,669,598.026,
1794,669,596.106,
1795,669,598.756,
1796,669,598.244,
1797,669,587.612,
1798,669,591.344,
1799,669,588.892,
1800,669,595.906,
1801,669,592.34,
1802,669,599.734,
1803,669,601.26,
1804,669,597.226,
1805,669,592.918,
1806,669,594.802,
1807,669,599.276,
1808,669,599.484,
1809,669,592.502,
1810,669,591.958,
1811,669,590.254,
1812,669,600.7,
1813,669,597.948,
1814,669,597.352,
1815,669,602.97,
1816,669,598.558,
1817,669,600.262,
1818,669,600.45,
1819,669,597.7,
1820,669,593.21,
1821,669,590.608,
1822,669,596.464,
1823,669,593.136,
1824,669,595.812,
1825,669,591.78,
1826,669,591.26,
1827,669,597.602,
1828,669,595.676,
1829,669,591.178,
1830,669,594.412,
1831,669,597.424,
1832,669,598.188,
1833,669,593.472,
1834,669,591.718,
1835,669,588.596,
1836,669,590.808,
1837,669,580.47,
1838,669,586.656,
1839,669,585.866,
1840,669,582.724,
1841,669,584.1,
1842,669,584.77,
1843,669,586.674,
1844,669,591.892,
1845,669,592.764,
1846,669,589.242,
1847,669,591.21,
1848,669,583.89,
1849,669,588.574,
1850,669,591.294,
1851,669,594.828,
1852,669,588.58,
1853,669,585.632,
1854,669,597.08,
1855,669,588.762,
1856,669,595.44,
1857,669,586.322,
1858,669,592.42,
1859,669,589.314,
1860,669,598.41,
1861,669,591.352,
1862,669,594.736,
1863,669,591.606,
1864,669,591.742,
1865,669,594.558,
1866,669,592.606,
1867,669,593.684,
1868,669,585.814,
1869,669,582.048,
1870,669,588.088,
1871,669,590.462,
1872,669,595.024,
1873,669,600.04,
1874,669,596.99,
1875,669,598.118,
1876,669,600.132,
1877,669,593.432,
1878,669,590.332,
1879,669,594.16,
1880,669,593.284,
1881,669,592.276,
1882,669,596.634,
1883,669,598.606,
1884,669,601.364,
1885,669,595.956,
1886,669,597.454,
1887,669,600.088,
1888,669,598.824,
1889,669,594.58,
1890,669,591.474,
1891,669,598.206,
1892,669,588.806,
1893,669,591.676,
1894,669,586.378,
1895,669,588.176,
1896,669,591.998,
1897,669,589.606,
1898,669,587.708,
1899,669,593.168,
1900,669,584.806,
1901,669,590.248,
1902,669,585.244,
1903,669,593.172,
1904,669,588.484,
1905,669,598.394,
1906,669,599.116,
1907,669,598.97,
1908,669,600.588,
1909,669,605.948,
1910,669,598.862,
1911,669,594.222,
1912,669,596.348,
1913,669,589.948,
1914,669,599.45,
1915,669,600.418,
1916,669,597.584,
1917,669,596.05,
1918,669,598.32,
1919,669,599.432,
1920,669,599.978,
1921,669,600.296,
1922,669,591.484,
1923,669,586.66,
1924,669,588.97,
1925,669,591.474,
1926,669,587.216,
1927,669,593.218,
1928,669,594.042,
1929,669,589.3,
1930,669,586.476,
1931,669,580.924,
1932,669,584.086,
1933,669,586.488,
1934,669,587.48,
1935,669,594.98,
1936,669,598.208,
1937,669,592.232,
1938,669,582.54,
1939,669,583.148,
1940,669,585.656,
1941,669,588.644,
1942,669,584.584,
1943,669,587.054,
1944,669,590.742,
1945,669,595.504,
1946,669,593.632,
1947,669,589.374,
1948,669,591.152,
1949,669,585.646,
1950,669,589.922,
1951,669,592.438,
1952,669,589.612,
1953,669,596.686,
1954,669,595.824,
1955,669,587.314,
1956,669,590.81,
1957,669,588.39,
1958,669,590.566,
1959,669,595.504,
1960,669,585.406,
1961,669,584.008,
1962,669,591.432,
1963,669,592.928,
1964,669,593.726,
1965,669,584.362,
1966,669,590.894,
1967,669,590.306,
1968,669,591.412,
1969,669,598.53,
1970,669,596.776,
1971,669,598.968,
1972,669,595.116,
1973,669,587.412,
1974,669,594.614,
1975,669,588.96,
1976,669,588.488,
1977,669,592.384,
1978,669,594.844,
1979,669,595.14,
1980,669,595.296,
1981,669,597.84,
1982,669,589.16,
1983,669,593.104,
1984,669,592.544,
1985,669,593.5,
1986,669,585.622,
1987,669,585.446,
1988,669,591.226,
1989,669,589.106,
1990,669,587.78,
1991,669,597.742,
1992,669,594.176,
1993,669,595.53,
1994,669,595.184,
1995,669,592.94,
1996,669,597.7,
1997,669,593.416,
1998,669,593.568,
1999,669,586.534,
2000,669,588.236,
2001,669,587.8,
2002,669,590.666,
2003,669,586.132,
2004,669,588.062,
2005,669,588.584,
2006,669,582.61,
2007,669,587.408,
2008,669,579.99,
2009,669,583.98,
2010,669,592.236,
2011,669,587.53,
2012,669,591.26,
2013,669,589.964,
2014,669,596.808,
2015,669,587.502,
2016,669,585.296,
2017,669,592.34,
2018,669,597.14,
2019,669,593.518,
2020,669,592.136,
2021,669,593.468,
2022,669,595.194,
2023,670,585.408,
2024,670,588.534,
2025,670,590.186,
2026,670,591.424,
2027,670,595.224,
2028,670,591.586,
2029,670,588.934,
2030,670,592.324,
2031,670,589.334,
2032,670,589.33,
2033,670,597.566,
2034,670,597.236,
2035,670,594.352,
2036,670,594.084,
2037,670,594.432,
2038,670,594.784,
2039,670,599.976,
2040,670,602.034,
2041,670,603.178,
2042,670,607.292,
2043,670,602.746,
2044,670,608.368,
2045,670,606.338,
2046,670,601.404,
2047,670,603.116,
2048,670,603.144,
2049,670,603.474,
2050,670,597.002,
2051,670,593.288,
2052,670,590.866,
2053,670,594.97,
2054,670,600.64,
2055,670,598.93,
2056,670,594.1,
2057,670,597.77,
2058,670,595.772,
2059,670,598.102,
2060,670,590.37,
2061,670,588.576,
2062,670,590.856,
2063,670,592.946,
2064,670,590.078,
2065,670,597.66,
2066,670,596.804,
2067,670,595.18,
2068,670,593.994,
2069,670,597.726,
2070,670,598.636,
2071,670,601.99,
2072,670,601.68,
2073,670,597.64,
2074,670,601.394,
2075,670,594.966,
2076,670,600.636,
2077,670,593.588,
2078,670,596.506,
2079,670,600.288,
2080,670,597.122,
2081,670,595.484,
2082,670,592.108,
2083,670,590.674,
2084,670,583.6,
2085,670,586.736,
2086,670,590.564,
2087,670,595.87,
2088,670,588.72,
2089,670,590.884,
2090,670,601.014,
2091,670,598.31,
2092,670,596.45,
2093,670,594.888,
2094,670,589.604,
2095,670,597.706,
2096,670,596.038,
2097,670,594.406,
2098,670,603.798,
2099,670,602.802,
2100,670,599.6,
2101,670,599.886,
2102,670,603.108,
2103,670,599.062,
2104,670,601.362,
2105,670,604.898,
2106,670,607.402,
2107,670,604.926,
2108,670,607.392,
2109,670,604.356,
2110,670,604.414,
2111,670,601.154,
2112,670,605.73,
2113,670,600.584,
2114,670,591.654,
2115,670,594.126,
2116,670,595.03,
2117,670,599.49,
2118,670,601.9,
2119,670,599.854,
2120,670,590.834,
2121,670,590.67,
2122,670,587.75,
2123,670,593.802,
2124,670,594.524,
2125,670,594.04,
2126,670,592.822,
2127,670,593.93,
2128,670,601.794,
2129,670,598.968,
2130,670,596.25,
2131,670,591.07,
2132,670,589.758,
2133,670,590.718,
2134,670,585.024,
2135,670,586.602,
2136,670,587.48,
2137,670,582.328,
2138,670,587.63,
2139,670,590.132,
2140,670,588.564,
2141,670,590.682,
2142,670,601.558,
2143,670,600.324,
2144,670,604.354,
2145,670,600.762,
2146,670,600.42,
2147,670,599.282,
2148,670,595.942,
2149,670,594.762,
2150,670,593.972,
2151,670,589.648,
2152,670,594.454,
2153,670,592.414,
2154,670,593.068,
2155,670,598.962,
2156,670,601.358,
2157,670,601.316,
2158,670,599.06,
2159,670,595.226,
2160,670,597.614,
2161,670,595.858,
2162,670,591.758,
2163,670,593.97,
2164,670,590.902,
2165,670,591.694,
2166,670,593.732,
2167,670,592.91,
2168,670,593.7,
2169,670,593.24,
2170,670,594.19,
2171,670,592.534,
2172,670,584.976,
2173,670,584.522,
2174,670,591.57,
2175,670,597.814,
2176,670,592.802,
2177,670,594.526,
2178,670,592.52,
2179,670,595.812,
2180,670,592.096,
2181,670,585.816,
2182,670,591.742,
2183,670,586.488,
2184,670,588.42,
2185,670,592.464,
2186,670,598.752,
2187,670,596.716,
2188,670,595.546,
2189,670,592.986,
2190,670,598.612,
2191,670,598.176,
2192,670,598.808,
2193,670,590.3,
2194,670,596.068,
2195,670,599.838,
2196,670,600.002,
2197,670,593.426,
2198,670,603.804,
2199,670,598.028,
2200,670,591.136,
2201,670,605.818,
2202,670,598.844,
2203,670,600.244,
2204,670,601.388,
2205,670,596.512,
2206,671,597.15,
2207,671,602.498,
2208,671,597.716,
2209,671,596.368,
2210,671,589.066,
2211,671,591.43,
2212,671,592.822,
2213,671,593.496,
2214,671,593.652,
2215,671,588.936,
2216,671,597.376,
2217,671,600.008,
2218,671,593.584,
2219,671,589.456,
2220,671,597.966,
2221,671,591.074,
2222,671,593.906,
2223,671,601.18,
2224,671,607.06,
2225,671,601.476,
2226,671,601.148,
2227,671,595.712,
2228,671,601.186,
2229,671,597.61,
2230,671,593.274,
2231,671,591.69,
2232,671,591.784,
2233,671,588.8,
2234,671,593.446,
2235,671,592.864,
2236,671,592.23,
2237,671,594.598,
2238,672,594.834,
2239,672,592.676,
2240,672,598.004,
2241,672,595.874,
2242,672,597.754,
2243,672,592.904,
2244,672,598.318,
2245,672,592.82,
2246,672,594.416,
2247,672,599.912,
2248,672,605.216,
2249,672,601.808,
2250,672,596.768,
2251,672,602.812,
2252,672,603.122,
2253,672,600.83,
2254,672,599.404,
2255,672,602.218,
2256,672,601.314,
2257,672,595.922,
2258,672,599.206,
2259,672,597.59,
2260,672,592.546,
2261,672,592.554,
2262,672,595.842,
2263,672,594.462,
2264,672,591.984,
2265,672,590.418,
2266,672,591.38,
2267,672,593.978,
2268,672,589.308,
2269,672,587.514,
2270,672,589.394,
2271,672,591.604,
2272,672,589.466,
2273,672,589.992,
2274,672,593.088,
2275,672,596.85,
2276,672,602.786,
2277,672,599.098,
2278,672,602.442,
2279,672,597.882,
2280,672,593.018,
2281,672,595.944,
2282,672,588.404,
2283,672,594.596,
2284,672,600.672,
2285,672,603.862,
2286,672,603.014,
2287,672,602.18,
2288,672,600.878,
2289,672,601.288,
2290,672,594.032,
2291,672,592.804,
2292,672,599.666,
2293,672,589.294,
2294,672,598.922,
2295,672,603.73,
2296,672,605.524,
2297,672,596.302,
2298,672,598.534,
2299,672,605.404,
2300,672,594.75,
2301,672,602.3,
2302,672,605.134,
2303,672,603.196,
2304,672,603.056,
2305,672,607.66,
2306,672,605.476,
2307,672,601.348,
2308,672,601.778,
2309,672,603.442,
2310,672,599.508,
2311,672,595.422,
2312,672,592.858,
2313,672,594.032,
2314,672,595.214,
2315,672,601.848,
2316,672,593.12,
2317,672,593.114,
2318,672,598.902,
2319,672,592.54,
2320,672,591.458,
2321,672,592.008,
2322,672,598.696,
2323,672,593.534,
2324,672,599.71,
2325,672,595.838,
2326,672,601.644,
2327,672,607.406,
2328,672,600.938,
2329,672,603.306,
2330,672,600.916,
2331,672,600.214,
2332,672,599.156,
2333,672,595.442,
2334,672,600.76,
2335,672,599.846,
2336,672,601.766,
2337,672,600.372,
2338,672,594.902,
2339,672,596.102,
2340,672,603.252,
2341,672,598.324,
2342,672,599.538,
2343,672,599.274,
2344,672,600.098,
2345,672,604.884,
2346,672,603.65,
2347,672,601.364,
2348,672,595.844,
2349,672,600.4,
2350,672,597.008,
2351,672,597.62,
2352,672,598.424,
2353,672,597.146,
2354,672,588.03,
2355,672,586.19,
2356,672,591.05,
2357,672,596.576,
2358,672,600.37,
2359,672,604.796,
2360,672,597.734,
2361,672,594.73,
2362,672,592.59,
2363,672,592.694,
2364,673,591.56,
2365,673,591.028,
2366,673,597.406,
2367,673,593.126,
2368,673,583.798,
2369,673,593.034,
2370,673,595.862,
2371,673,591.32,
2372,673,587.906,
2373,673,600.16,
2374,673,601.254,
2375,673,605.126,
2376,673,598.006,
2377,673,598.002,
2378,673,599.408,
2379,673,596.552,
2380,673,601.076,
2381,673,601.674,
2382,673,601.634,
2383,673,595.176,
2384,673,602.364,
2385,673,602.082,
2386,673,607.384,
2387,673,608.506,
2388,673,604.574,
2389,673,599.548,
2390,673,603.284,
2391,673,595.822,
2392,673,595.69,
2393,673,599.21,
2394,673,600.404,
2395,673,602.176,
2396,673,597.766,
2397,673,598.918,
2398,673,592.982,
2399,673,589.118,
2400,673,589.484,
2401,673,597.952,
2402,673,593.77,
2403,673,590.65,
2404,673,581.104,
2405,673,586.5,
2406,673,588.076,
2407,673,590.792,
2408,673,588.342,
2409,673,583.732,
2410,673,584.804,
2411,673,585.688,
2412,673,589.838,
2413,673,590.756,
2414,673,593.174,
2415,673,587.434,
2416,673,593.604,
2417,673,584.55,
2418,673,586.32,
2419,673,587.542,
2420,673,587.606,
2421,673,589.04,
2422,673,595.162,
2423,673,600.748,
2424,673,599.526,
2425,673,598.33,
2426,673,602.768,
2427,673,598.62,
2428,673,601.524,
2429,673,599.712,
2430,673,601.06,
2431,673,611.678,
2432,673,598.564,
2433,673,598.238,
2434,673,598.322,
2435,673,595.2,
2436,673,599.14,
2437,673,589.118,
2438,673,590.404,
2439,673,589.052,
2440,673,593.95,
2441,673,591.43,
2442,673,582.214,
2443,673,596.408,
2444,673,588.922,
2445,673,594.028,
2446,673,589.014,
2447,673,589.204,
2448,673,579.882,
2449,673,584.208,
2450,673,575.91,
2451,673,578.746,
2452,673,583.068,
2453,673,584.278,
2454,673,585.508,
2455,673,578.944,
2456,673,592.206,
2457,673,591.72,
2458,673,590.002,
2459,673,596.182,
2460,673,603.964,
2461,673,602.24,
2462,673,596.448,
2463,673,595.72,
2464,673,599.826,
2465,673,603.242,
2466,673,607.97,
2467,673,605.756,
2468,673,601.774,
2469,673,600.126,
2470,673,601.074,
2471,673,595.408,
2472,673,589.338,
2473,673,587.47,
2474,673,589.966,
2475,673,591.554,
2476,673,597.502,
2477,673,592.588,
2478,673,593.766,
2479,673,595.964,
2480,673,581.474,
2481,673,592.582,
2482,673,590.114,
2483,673,592.35,
2484,673,596.714,
2485,673,600.236,
2486,673,602.16,
2487,673,595.532,
2488,673,593.046,
2489,673,588.184,
2490,673,590.098,
2491,673,591.06,
2492,673,596.398,
2493,673,597.682,
2494,673,591.674,
2495,673,591.966,
2496,673,594.036,
2497,673,589.206,
2498,673,592.126,
2499,673,588.18,
2500,673,581.762,

test fitness
637
